Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
P0225,APPROVED,Not Applicable,2024-09-06T15:32:06.617000Z,2024-09-06T15:35:31.827000Z,2024-09-06T15:49:39.470000Z,2024-09-06T15:35:32.467498Z,206.0,31,English,20,Female,Asian,Canada,Canada,Canada,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
P0217,APPROVED,Not Applicable,2024-09-06T15:32:04.367000Z,2024-09-06T15:34:42.069000Z,2024-09-06T15:47:46.797000Z,2024-09-06T15:34:43.500658Z,158.0,495,English,39,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0249,APPROVED,Not Applicable,2024-09-06T15:32:21.633000Z,2024-09-06T15:37:28.330000Z,2024-09-06T15:47:47.171000Z,2024-09-06T15:37:28.906733Z,307.0,12,English,19,Male,White,Canada,Canada,Canada,English,Yes,Unemployed (and job seeking)
P0211,APPROVED,Not Applicable,2024-09-06T15:32:20.293000Z,2024-09-06T15:34:20.712000Z,2024-09-06T15:47:47.421000Z,2024-09-06T15:34:22.265028Z,121.0,1,"English, Chinese",32,Female,Asian,China,Canada,China,Cantonese,No,DATA_EXPIRED
P0218,APPROVED,Not Applicable,2024-09-06T15:32:38.214000Z,2024-09-06T15:34:53.165000Z,2024-09-06T15:47:47.676000Z,2024-09-06T15:34:53.787313Z,135.0,4,"English, French",28,Female,White,France,Canada,France,French,No,Full-Time
P0216,APPROVED,Not Applicable,2024-09-06T15:32:29.272000Z,2024-09-06T15:34:30.984000Z,2024-09-06T15:47:47.928000Z,2024-09-06T15:34:31.734747Z,122.0,11,English,28,Female,White,Canada,Canada,Canada,English,Yes,Full-Time
P0228,APPROVED,Not Applicable,2024-09-06T15:32:51.386000Z,2024-09-06T15:35:24.282000Z,2024-09-06T15:47:48.269000Z,2024-09-06T15:35:24.862722Z,153.0,258,English,39,Female,White,Canada,Canada,Canada,English,No,Part-Time
P0224,APPROVED,Not Applicable,2024-09-06T15:32:55.794000Z,2024-09-06T15:35:15.960000Z,2024-09-06T15:47:48.573000Z,2024-09-06T15:35:16.915533Z,141.0,338,English,22,Female,White,Canada,Canada,Canada,English,Yes,Part-Time
P0312,APPROVED,Not Applicable,2024-09-06T15:39:10.345000Z,2024-09-06T15:42:47.350000Z,2024-09-06T15:47:49.249000Z,2024-09-06T15:42:49.251145Z,218.0,68,"English, Hindi",33,Female,Asian,India,Canada,India,Hindi,No,Full-Time
P0223,APPROVED,Not Applicable,2024-09-06T15:33:07.078000Z,2024-09-06T15:35:12.719000Z,2024-09-06T15:47:49.595000Z,2024-09-06T15:35:13.566999Z,126.0,12,"English, French",31,Male,White,Canada,Canada,Canada,French,No,Full-Time
P0237,APPROVED,Not Applicable,2024-09-06T15:33:16.477000Z,2024-09-06T15:36:12.152000Z,2024-09-06T15:47:49.870000Z,2024-09-06T15:36:13.426933Z,176.0,1291,English,58,Female,White,Canada,Canada,Canada,English,No,Part-Time
P0236,APPROVED,Not Applicable,2024-09-06T15:33:15.706000Z,2024-09-06T15:35:58.041000Z,2024-09-06T15:47:50.147000Z,2024-09-06T15:35:58.730482Z,163.0,252,English,28,Female,White,Colombia,Canada,Colombia,Spanish,No,Full-Time
P0258,APPROVED,Not Applicable,2024-09-06T15:33:32.359000Z,2024-09-06T15:37:39.347000Z,2024-09-06T15:47:50.490000Z,2024-09-06T15:37:39.865008Z,247.0,26,English,44,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0219,APPROVED,Not Applicable,2024-09-06T15:33:22.513000Z,2024-09-06T15:34:41.161000Z,2024-09-06T15:47:50.734000Z,2024-09-06T15:34:42.881791Z,79.0,89,"Chinese, English, French",20,Male,Asian,Canada,Canada,Canada,Chinese,Yes,Full-Time
P0238,APPROVED,Not Applicable,2024-09-06T15:33:45.558000Z,2024-09-06T15:36:03.035000Z,2024-09-06T15:47:50.982000Z,2024-09-06T15:36:03.732036Z,138.0,71,"French, English",47,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0241,APPROVED,Not Applicable,2024-09-06T15:33:32.217000Z,2024-09-06T15:36:29.800000Z,2024-09-06T15:47:51.238000Z,2024-09-06T15:36:30.528925Z,178.0,103,"English, Twi",35,Male,Black,Ghana,Canada,Ghana,English,Yes,Part-Time
P0244,APPROVED,Not Applicable,2024-09-06T15:34:11.064000Z,2024-09-06T15:36:41.593000Z,2024-09-06T15:47:51.528000Z,2024-09-06T15:36:42.775650Z,151.0,186,English,37,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0260,APPROVED,Not Applicable,2024-09-06T15:33:37.311000Z,2024-09-06T15:39:25.765000Z,2024-09-06T15:47:51.814000Z,2024-09-06T15:39:26.984665Z,349.0,56,English,49,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0252,APPROVED,Not Applicable,2024-09-06T15:33:49.464000Z,2024-09-06T15:36:56.389000Z,2024-09-06T15:47:52.128000Z,2024-09-06T15:36:56.990216Z,187.0,468,"English, Cantonese, Other",53,Female,Asian,Canada,Canada,Canada,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
P0247,APPROVED,Not Applicable,2024-09-06T15:34:06.006000Z,2024-09-06T15:36:37.563000Z,2024-09-06T15:47:52.379000Z,2024-09-06T15:36:38.185657Z,152.0,1466,English,56,Female,Other,Canada,Canada,Canada,English,DATA_EXPIRED,DATA_EXPIRED
P0243,APPROVED,Not Applicable,2024-09-06T15:34:21.273000Z,2024-09-06T15:36:23.991000Z,2024-09-06T15:47:52.664000Z,2024-09-06T15:36:24.802871Z,123.0,118,English,22,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0246,APPROVED,Not Applicable,2024-09-06T15:34:18.536000Z,2024-09-06T15:36:30.979000Z,2024-09-06T15:47:52.975000Z,2024-09-06T15:36:31.910926Z,133.0,259,"Chinese, English",67,Female,Asian,Hong Kong,Canada,Canada,Chinese,No,Full-Time
P0242,APPROVED,Not Applicable,2024-09-06T15:34:15.091000Z,2024-09-06T15:36:22.016000Z,2024-09-06T15:47:53.219000Z,2024-09-06T15:36:22.750195Z,127.0,54,"English, Hindi",24,Female,Asian,India,Canada,India,English,Yes,Part-Time
P0259,APPROVED,Not Applicable,2024-09-06T15:34:19.597000Z,2024-09-06T15:37:30.114000Z,2024-09-06T15:47:53.473000Z,2024-09-06T15:37:31.081148Z,191.0,2204,English,39,Male,White,United Kingdom,Canada,United Kingdom,English,No,Full-Time
P0401,APPROVED,Not Applicable,2024-09-06T15:34:32.017000Z,2024-09-06T15:53:49.130000Z,2024-09-06T15:55:00.636000Z,2024-09-06T15:54:06.234932Z,1158.0,5,"Arabic, English, Swahili",29,Male,Black,Canada,Canada,Canada,English,No,Part-Time
P0250,APPROVED,Not Applicable,2024-09-06T15:34:22.902000Z,2024-09-06T15:36:39.475000Z,2024-09-06T15:47:53.782000Z,2024-09-06T15:36:40.500539Z,137.0,86,English,22,Male,Mixed,United Arab Emirates,Canada,Canada,English,Yes,Part-Time
P0240,APPROVED,Not Applicable,2024-09-06T15:34:30.379000Z,2024-09-06T15:36:12.365000Z,2024-09-06T15:47:54.024000Z,2024-09-06T15:36:13.025170Z,102.0,44,English,23,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0248,APPROVED,Not Applicable,2024-09-06T15:34:32.520000Z,2024-09-06T15:36:33.362000Z,2024-09-06T15:47:54.321000Z,2024-09-06T15:36:34.308531Z,121.0,749,English,20,Male,White,Canada,Canada,Poland,English,DATA_EXPIRED,DATA_EXPIRED
P0296,APPROVED,Not Applicable,2024-09-06T15:34:28.348000Z,2024-09-06T15:41:35.834000Z,2024-09-06T15:47:54.599000Z,2024-09-06T15:42:21.149637Z,428.0,1444,English,66,Male,White,Canada,Canada,Canada,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
P0257,APPROVED,Not Applicable,2024-09-06T15:34:37.758000Z,2024-09-06T15:37:19.932000Z,2024-09-06T15:47:54.896000Z,2024-09-06T15:37:20.662973Z,163.0,104,English,40,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0256,APPROVED,Not Applicable,2024-09-06T15:34:41.114000Z,2024-09-06T15:37:26.729000Z,2024-09-06T15:47:55.162000Z,2024-09-06T15:37:27.439017Z,166.0,76,English,31,Male,Asian,Canada,Canada,Canada,English,No,Full-Time
P0251,APPROVED,Not Applicable,2024-09-06T15:34:39.038000Z,2024-09-06T15:36:46.267000Z,2024-09-06T15:47:55.429000Z,2024-09-06T15:36:46.866383Z,128.0,196,"Greek, English",54,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0254,APPROVED,Not Applicable,2024-09-06T15:34:59.493000Z,2024-09-06T15:37:01.138000Z,2024-09-06T15:47:57.382000Z,2024-09-06T15:37:01.757699Z,122.0,1815,English,43,Female,White,Canada,Canada,Canada,English,DATA_EXPIRED,DATA_EXPIRED
P0271,APPROVED,Not Applicable,2024-09-06T15:35:05.527000Z,2024-09-06T15:38:39.863000Z,2024-09-06T15:47:57.649000Z,2024-09-06T15:38:41.050048Z,215.0,64,English,59,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0298,APPROVED,Not Applicable,2024-09-06T15:38:17.065000Z,2024-09-06T15:41:41.236000Z,2024-09-06T15:47:57.922000Z,2024-09-06T15:42:22.606581Z,205.0,54,English,28,Male,Black,Canada,Canada,Canada,English,No,Full-Time
P0266,APPROVED,Not Applicable,2024-09-06T15:35:25.701000Z,2024-09-06T15:38:08.257000Z,2024-09-06T15:47:58.210000Z,2024-09-06T15:38:08.893581Z,163.0,97,"Arabic, French, English",35,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0304,APPROVED,Not Applicable,2024-09-06T15:35:20.399000Z,2024-09-06T15:42:11.257000Z,2024-09-06T15:47:58.481000Z,2024-09-06T15:42:37.181484Z,411.0,106,English,34,Female,White,Canada,Canada,Canada,English,Yes,Full-Time
P0265,APPROVED,Not Applicable,2024-09-06T15:35:15.379000Z,2024-09-06T15:37:54.439000Z,2024-09-06T15:47:58.726000Z,2024-09-06T15:37:55.178690Z,160.0,96,English,32,Female,Mixed,Canada,Canada,Canada,English,No,Full-Time
P0262,APPROVED,Not Applicable,2024-09-06T15:35:18.831000Z,2024-09-06T15:37:44.667000Z,2024-09-06T15:47:58.994000Z,2024-09-06T15:37:45.405003Z,146.0,283,"English, French, Urdu",23,Female,Other,Canada,Canada,Canada,Urdu,DATA_EXPIRED,DATA_EXPIRED
P0269,APPROVED,Not Applicable,2024-09-06T15:35:27.515000Z,2024-09-06T15:38:36.784000Z,2024-09-06T15:47:59.330000Z,2024-09-06T15:38:37.497534Z,190.0,35,English,34,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0303,APPROVED,Not Applicable,2024-09-06T15:35:28.622000Z,2024-09-06T15:41:54.116000Z,2024-09-06T15:47:59.581000Z,2024-09-06T15:42:29.107137Z,386.0,59,"English, Hindi",25,Male,Asian,India,Canada,India,Gujarati,No,Full-Time
P0255,APPROVED,Not Applicable,2024-09-06T15:35:32.607000Z,2024-09-06T15:37:18.451000Z,2024-09-06T15:47:59.846000Z,2024-09-06T15:37:19.422286Z,106.0,213,English,42,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0288,APPROVED,Not Applicable,2024-09-06T15:36:00.610000Z,2024-09-06T15:40:43.760000Z,2024-09-06T15:48:00.197000Z,2024-09-06T15:42:08.510372Z,284.0,8,"English, French, German, Portuguese",26,Male,Black,Kenya,Canada,Kenya,English,No,DATA_EXPIRED
P0285,APPROVED,Not Applicable,2024-09-06T15:35:47.363000Z,2024-09-06T15:40:26.147000Z,2024-09-06T15:48:00.543000Z,2024-09-06T15:42:02.920399Z,279.0,214,"English, French",32,Female,Black,Canada,Canada,Canada,English,No,Full-Time
P0264,APPROVED,Not Applicable,2024-09-06T15:35:49.497000Z,2024-09-06T15:37:52.573000Z,2024-09-06T15:48:00.825000Z,2024-09-06T15:37:53.219579Z,124.0,44,English,30,Female,White,Canada,Canada,Canada,English,Yes,Unemployed (and job seeking)
P0267,APPROVED,Not Applicable,2024-09-06T15:35:53.347000Z,2024-09-06T15:38:32.199000Z,2024-09-06T15:48:01.096000Z,2024-09-06T15:38:34.638111Z,159.0,50,English,43,Female,Other,Canada,Canada,Canada,English,No,Full-Time
P0282,APPROVED,Not Applicable,2024-09-06T15:36:03.578000Z,2024-09-06T15:40:18.868000Z,2024-09-06T15:48:01.409000Z,2024-09-06T15:40:19.949783Z,256.0,411,"English, Urdu, Punjabi",58,Male,Asian,Pakistan,Canada,Canada,Urdu,No,Part-Time
P0268,APPROVED,Not Applicable,2024-09-06T15:35:52.019000Z,2024-09-06T15:38:21.683000Z,2024-09-06T15:48:01.676000Z,2024-09-06T15:38:24.732193Z,150.0,21,English,105,Male,Mixed,Canada,Canada,Canada,English,No,Full-Time
P0270,APPROVED,Not Applicable,2024-09-06T15:35:55.135000Z,2024-09-06T15:38:22.879000Z,2024-09-06T15:48:01.960000Z,2024-09-06T15:38:24.402497Z,148.0,58,"English, French",34,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0263,APPROVED,Not Applicable,2024-09-06T15:36:04.461000Z,2024-09-06T15:37:54.384000Z,2024-09-06T15:48:02.265000Z,2024-09-06T15:37:55.016774Z,110.0,76,English,35,Male,White,Canada,Canada,Canada,English,No,Part-Time
P0272,APPROVED,Not Applicable,2024-09-06T15:36:44.235000Z,2024-09-06T15:40:12.041000Z,2024-09-06T15:48:02.524000Z,2024-09-06T15:40:13.204960Z,208.0,70,English,58,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0286,APPROVED,Not Applicable,2024-09-06T15:36:35.515000Z,2024-09-06T15:40:25.917000Z,2024-09-06T15:48:02.803000Z,2024-09-06T15:42:03.025681Z,231.0,248,"English, Japanese",37,Female,Asian,Canada,Canada,Canada,English,No,Other
P0275,APPROVED,Not Applicable,2024-09-06T15:36:55.499000Z,2024-09-06T15:39:09.396000Z,2024-09-06T15:48:03.104000Z,2024-09-06T15:39:10.417180Z,134.0,159,English,31,Female,White,Canada,Canada,Canada,English,Yes,DATA_EXPIRED
P0273,APPROVED,Not Applicable,2024-09-06T15:36:52.248000Z,2024-09-06T15:38:48.511000Z,2024-09-06T15:48:03.486000Z,2024-09-06T15:38:49.432499Z,117.0,443,English,28,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0374,APPROVED,Not Applicable,2024-09-06T15:38:59.206000Z,2024-09-06T15:48:06.396000Z,2024-09-06T15:55:07.556000Z,2024-09-06T15:48:07.779580Z,548.0,1156,"English, Chinese",32,Male,Asian,Canada,Canada,Canada,English,No,Full-Time
P0280,APPROVED,Not Applicable,2024-09-06T15:37:10.417000Z,2024-09-06T15:39:43.552000Z,2024-09-06T15:48:03.777000Z,2024-09-06T15:39:44.270563Z,154.0,18,"English, Hindi",30,Female,Asian,India,Canada,Canada,Hindi,No,Full-Time
P0283,APPROVED,Not Applicable,2024-09-06T15:37:10.243000Z,2024-09-06T15:40:09.386000Z,2024-09-06T15:48:04.053000Z,2024-09-06T15:40:10.176472Z,180.0,1036,English,35,Female,Black,Canada,Canada,Canada,English,No,Full-Time
P0293,APPROVED,Not Applicable,2024-09-06T15:37:15.831000Z,2024-09-06T15:41:25.392000Z,2024-09-06T15:48:04.318000Z,2024-09-06T15:42:19.089858Z,250.0,65,"English, French",47,Female,White,Canada,Canada,Canada,French,No,Full-Time
P0274,APPROVED,Not Applicable,2024-09-06T15:37:13.732000Z,2024-09-06T15:38:52.115000Z,2024-09-06T15:48:04.572000Z,2024-09-06T15:38:52.916030Z,99.0,376,English,24,Female,Asian,Canada,Canada,Canada,English,Yes,Part-Time
P0278,APPROVED,Not Applicable,2024-09-06T15:37:19.471000Z,2024-09-06T15:39:28.632000Z,2024-09-06T15:48:04.826000Z,2024-09-06T15:39:29.303639Z,130.0,76,English,38,Male,Mixed,Canada,Canada,Canada,English,No,Full-Time
P0276,APPROVED,Not Applicable,2024-09-06T15:37:25.323000Z,2024-09-06T15:39:06.856000Z,2024-09-06T15:48:05.087000Z,2024-09-06T15:39:07.912293Z,102.0,148,English,19,Female,Asian,Canada,Canada,India,English,Yes,Part-Time
P0307,APPROVED,Not Applicable,2024-09-06T15:37:26.190000Z,2024-09-06T15:43:27.815000Z,2024-09-06T15:48:05.345000Z,2024-09-06T15:43:28.768429Z,362.0,27,English,38,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0294,APPROVED,Not Applicable,2024-09-06T15:37:19.780000Z,2024-09-06T15:46:43.721000Z,2024-09-06T15:48:05.606000Z,2024-09-06T15:46:44.772417Z,564.0,509,"English, French",45,Female,Mixed,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
P0284,APPROVED,Not Applicable,2024-09-06T15:37:29.935000Z,2024-09-06T15:40:22.250000Z,2024-09-06T15:48:05.860000Z,2024-09-06T15:41:58.461855Z,173.0,88,"English, Chinese",28,Female,Asian,China,Canada,China,Chinese,Yes,Full-Time
P0279,APPROVED,Not Applicable,2024-09-06T15:37:30.942000Z,2024-09-06T15:39:54.246000Z,2024-09-06T15:48:06.120000Z,2024-09-06T15:39:54.758820Z,144.0,97,"English, Tagalog-Filipino",38,Male,Asian,Philippines,Canada,Philippines,Tagalog-Filipino,No,Full-Time
P0287,APPROVED,Not Applicable,2024-09-06T15:37:37.279000Z,2024-09-06T15:40:41.855000Z,2024-09-06T15:48:09.903000Z,2024-09-06T15:42:08.298893Z,185.0,129,"English, Swahili",29,Male,Black,Kenya,Canada,Kenya,English,No,Part-Time
P0295,APPROVED,Not Applicable,2024-09-06T15:38:01.580000Z,2024-09-06T15:41:23.236000Z,2024-09-06T15:48:10.200000Z,2024-09-06T15:42:18.431522Z,202.0,138,English,28,Female,White,Canada,Canada,Canada,English,Yes,Full-Time
P0281,APPROVED,Not Applicable,2024-09-06T15:38:02.102000Z,2024-09-06T15:39:56.814000Z,2024-09-06T15:48:10.575000Z,2024-09-06T15:39:57.406643Z,115.0,603,English,36,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0300,APPROVED,Not Applicable,2024-09-06T15:38:05.303000Z,2024-09-06T15:41:47.390000Z,2024-09-06T15:48:10.858000Z,2024-09-06T15:42:24.292687Z,223.0,71,"English, French",56,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0291,APPROVED,Not Applicable,2024-09-06T15:38:50.743000Z,2024-09-06T15:41:13.773000Z,2024-09-06T15:48:11.130000Z,2024-09-06T15:42:16.686735Z,144.0,378,"Nepali, English",24,Female,Asian,Nepal,Canada,Nepal,Nepali,No,Full-Time
P0290,APPROVED,Not Applicable,2024-09-06T15:38:21.487000Z,2024-09-06T15:40:59.982000Z,2024-09-06T15:48:11.405000Z,2024-09-06T15:42:11.207677Z,159.0,587,English,33,Female,Black,Nigeria,Canada,Nigeria,English,Yes,Full-Time
P0377,APPROVED,Not Applicable,2024-09-06T15:38:22.135000Z,2024-09-06T15:48:22.487000Z,2024-09-06T15:55:08.035000Z,2024-09-06T15:48:27.108508Z,601.0,19,"French, English",41,Male,White,Canada,Canada,Canada,French,No,Full-Time
P0356,APPROVED,Not Applicable,2024-09-06T15:39:09.694000Z,2024-09-06T15:46:29.251000Z,2024-09-06T15:48:11.661000Z,2024-09-06T15:46:31.752499Z,440.0,89,English,27,Female,White,Canada,Canada,Canada,English,No,Part-Time
P0292,APPROVED,Not Applicable,2024-09-06T15:38:39.141000Z,2024-09-06T15:41:05.054000Z,2024-09-06T15:48:11.913000Z,2024-09-06T15:42:12.251460Z,146.0,148,English,22,Male,White,Canada,Canada,Canada,English,Yes,Unemployed (and job seeking)
P0289,APPROVED,Not Applicable,2024-09-06T15:38:43.750000Z,2024-09-06T15:40:53.350000Z,2024-09-06T15:48:12.192000Z,2024-09-06T15:42:10.031714Z,130.0,44,English,28,Female,Asian,India,Canada,India,English,No,Full-Time
P0325,APPROVED,Not Applicable,2024-09-06T15:39:02.327000Z,2024-09-06T15:44:09.122000Z,2024-09-06T15:48:12.491000Z,2024-09-06T15:44:14.833059Z,307.0,10,English,37,Female,Asian,Malaysia,Canada,Australia,English,No,Full-Time
P0305,APPROVED,Not Applicable,2024-09-06T15:39:06.772000Z,2024-09-06T15:42:00.252000Z,2024-09-06T15:48:12.800000Z,2024-09-06T15:42:31.747443Z,174.0,321,"Bengali, English, Hindi, Nepali",30,Male,Asian,Nepal,Canada,Nepal,English,Yes,Full-Time
P0319,APPROVED,Not Applicable,2024-09-06T15:39:01.959000Z,2024-09-06T15:43:17.517000Z,2024-09-06T15:48:13.066000Z,2024-09-06T15:43:18.471116Z,256.0,70,"English, French",20,Female,White,Canada,Canada,Canada,English,Yes,Full-Time
P0309,APPROVED,Not Applicable,2024-09-06T15:39:36.210000Z,2024-09-06T15:42:29.728000Z,2024-09-06T15:48:13.340000Z,2024-09-06T15:42:44.806197Z,174.0,346,"Nepali, English",24,Female,Asian,Nepal,Canada,Nepal,Nepali,No,Full-Time
P0299,APPROVED,Not Applicable,2024-09-06T15:39:14.849000Z,2024-09-06T15:41:45.171000Z,2024-09-06T15:48:13.689000Z,2024-09-06T15:42:23.826684Z,151.0,118,English,42,Male,Black,Nigeria,Canada,Canada,English,No,Full-Time
P0322,APPROVED,Not Applicable,2024-09-06T15:39:27.717000Z,2024-09-06T15:43:55.223000Z,2024-09-06T15:48:13.936000Z,2024-09-06T15:43:56.006627Z,268.0,816,English,57,Female,White,United Kingdom,Canada,Canada,English,No,Part-Time
P0314,APPROVED,Not Applicable,2024-09-06T15:39:28.090000Z,2024-09-06T15:42:51.269000Z,2024-09-06T15:48:14.194000Z,2024-09-06T15:42:51.918690Z,204.0,1060,"English, French, Portuguese",36,Male,White,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
P0301,APPROVED,Not Applicable,2024-09-06T15:39:30.626000Z,2024-09-06T15:41:49.194000Z,2024-09-06T15:48:14.513000Z,2024-09-06T15:42:25.393126Z,139.0,9,"English, Spanish",23,Female,Mixed,Colombia,Canada,Colombia,Spanish,Yes,Unemployed (and job seeking)
P0316,APPROVED,Not Applicable,2024-09-06T15:39:35.867000Z,2024-09-06T15:43:08.527000Z,2024-09-06T15:48:14.821000Z,2024-09-06T15:43:09.347335Z,213.0,131,English,19,Female,Black,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
P0297,APPROVED,Not Applicable,2024-09-06T15:39:53.902000Z,2024-09-06T15:41:32.906000Z,2024-09-06T15:48:15.114000Z,2024-09-06T15:42:20.468402Z,100.0,5,English,51,Prefer not to say,White,United Kingdom,Canada,Canada,English,No,Full-Time
P0310,APPROVED,Not Applicable,2024-09-06T15:39:54.221000Z,2024-09-06T15:42:41.743000Z,2024-09-06T15:48:15.399000Z,2024-09-06T15:42:47.812301Z,168.0,226,English,57,Male,White,Ukraine,Canada,Canada,English,No,Full-Time
P0302,APPROVED,Not Applicable,2024-09-06T15:40:04.223000Z,2024-09-06T15:41:53.412000Z,2024-09-06T15:48:15.674000Z,2024-09-06T15:42:28.641499Z,110.0,62,"English, French",45,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0313,APPROVED,Not Applicable,2024-09-06T15:40:06.095000Z,2024-09-06T15:42:40.745000Z,2024-09-06T15:48:16.006000Z,2024-09-06T15:42:47.516161Z,155.0,858,"Arabic, English, French",31,Female,Other,Canada,Canada,Canada,English,No,Full-Time
P0327,APPROVED,Not Applicable,2024-09-06T15:40:22.603000Z,2024-09-06T15:44:33.378000Z,2024-09-06T15:48:16.266000Z,2024-09-06T15:44:34.027223Z,251.0,17,"Korean, English",25,Female,Asian,Korea,Canada,Korea,Korean,Yes,Unemployed (and job seeking)
P0320,APPROVED,Not Applicable,2024-09-06T15:40:20.892000Z,2024-09-06T15:43:38.392000Z,2024-09-06T15:48:16.543000Z,2024-09-06T15:43:39.484859Z,198.0,36,English,32,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0326,APPROVED,Not Applicable,2024-09-06T15:41:04.253000Z,2024-09-06T15:44:22.733000Z,2024-09-06T15:48:16.805000Z,2024-09-06T15:44:25.438604Z,199.0,116,"French, English, Other",28,Female,Black,Haiti,Canada,Canada,French,No,Part-Time
P0318,APPROVED,Not Applicable,2024-09-06T15:40:30.340000Z,2024-09-06T15:43:08.461000Z,2024-09-06T15:48:17.087000Z,2024-09-06T15:43:10.047227Z,159.0,105,"Chinese, English",30,Female,Asian,China,Canada,China,Chinese,No,Full-Time
P0315,APPROVED,Not Applicable,2024-09-06T15:40:29.011000Z,2024-09-06T15:42:48.101000Z,2024-09-06T15:48:17.333000Z,2024-09-06T15:42:49.220268Z,140.0,1024,English,30,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0308,APPROVED,Not Applicable,2024-09-06T15:40:31.031000Z,2024-09-06T15:42:19.963000Z,2024-09-06T15:48:17.602000Z,2024-09-06T15:42:40.241052Z,109.0,7,"English, Tagalog-Filipino",40,Male,Asian,Philippines,Canada,Canada,Tagalog-Filipino,No,Full-Time
P0306,APPROVED,Not Applicable,2024-09-06T15:40:43.531000Z,2024-09-06T15:42:00.126000Z,2024-09-06T15:48:17.855000Z,2024-09-06T15:42:31.512499Z,77.0,94,English,22,Female,Asian,Canada,Canada,Canada,Mandarin,Yes,Full-Time
P0317,APPROVED,Not Applicable,2024-09-06T15:40:58.481000Z,2024-09-06T15:42:53.464000Z,2024-09-06T15:48:18.100000Z,2024-09-06T15:43:00.425127Z,115.0,67,English,41,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0386,APPROVED,Not Applicable,2024-09-06T15:41:02.221000Z,2024-09-06T15:49:08.615000Z,2024-09-06T15:55:08.405000Z,2024-09-06T15:49:10.985704Z,487.0,523,English,36,Female,White,Canada,Canada,Canada,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
P0343,APPROVED,Not Applicable,2024-09-06T15:41:27.941000Z,2024-09-06T15:45:10.741000Z,2024-09-06T15:48:18.398000Z,2024-09-06T15:45:11.644999Z,223.0,547,English,41,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0311,APPROVED,Not Applicable,2024-09-06T15:41:04.461000Z,2024-09-06T15:42:35.398000Z,2024-09-06T15:48:18.728000Z,2024-09-06T15:42:46.398966Z,91.0,101,"English, French",34,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0330,APPROVED,Not Applicable,2024-09-06T15:41:10.830000Z,2024-09-06T15:44:20.838000Z,2024-09-06T15:48:18.987000Z,2024-09-06T15:44:24.643917Z,191.0,193,English,34,Female,White,Canada,Canada,Canada,English,Yes,DATA_EXPIRED
P0341,APPROVED,Not Applicable,2024-09-06T15:43:12.846000Z,2024-09-06T15:44:51.900000Z,2024-09-06T15:48:19.234000Z,2024-09-06T15:44:52.611480Z,100.0,770,English,36,Male,Asian,Canada,Canada,Canada,English,DATA_EXPIRED,DATA_EXPIRED
P0337,APPROVED,Not Applicable,2024-09-06T15:41:27.098000Z,2024-09-06T15:44:46.946000Z,2024-09-06T15:48:19.512000Z,2024-09-06T15:44:47.672267Z,200.0,22,"English, Croatian",28,Male,White,Croatia,Canada,Croatia,English,No,Part-Time
P0323,APPROVED,Not Applicable,2024-09-06T15:41:31.303000Z,2024-09-06T15:43:54.787000Z,2024-09-06T15:48:19.773000Z,2024-09-06T15:43:55.480453Z,144.0,552,"Chinese, English",39,Female,Asian,Hong Kong,Canada,Canada,English,No,Full-Time
P0370,APPROVED,Not Applicable,2024-09-06T15:41:36.126000Z,2024-09-06T15:47:55.776000Z,2024-09-06T15:55:08.859000Z,2024-09-06T15:47:56.457649Z,380.0,392,English,33,Male,Asian,Canada,Canada,Canada,English,No,Part-Time
